datetime,adfs,onedrive
2019-09-24 11:05:36.118786,4.465701103210449,10.97817611694336
2019-09-24 11:06:29.710635,4.41831111907959,9.535616397857666
2019-09-24 11:07:25.358510,4.305959463119507,11.328215599060059
2019-09-24 11:08:20.673067,4.329085111618042,11.880570411682129
2019-09-24 11:09:32.209316,4.06745982170105,10.539838552474976
2019-09-24 11:10:56.173033,4.342649459838867,9.94304347038269
2019-09-24 11:12:20.969180,5.333739757537842,9.560359716415405
2019-09-24 11:13:48.081196,4.141564130783081,13.348283767700195
2019-09-24 11:15:12.669040,4.2962071895599365,10.705954790115356
2019-09-24 11:16:48.710143,7.194093227386475,19.849804878234863
2019-09-24 11:18:18.472196,7.5177061557769775,12.878795862197876
2019-09-24 11:19:42.665114,4.187527894973755,9.883529663085938
2019-09-24 11:21:07.656252,4.47056245803833,10.484462261199951
2019-09-24 11:22:35.210399,6.091009855270386,12.212690591812134
2019-09-24 11:24:01.631120,4.482741594314575,12.260595083236694
2019-09-24 11:25:24.926793,4.2599709033966064,9.489777088165283
2019-09-24 11:26:52.109655,4.238840341567993,13.326492547988892
2019-09-24 11:28:17.353808,4.509610891342163,11.547403573989868
2019-09-24 11:29:47.972825,3.7772011756896973,16.840142488479614
2019-09-24 11:31:13.579037,4.758739471435547,11.03170132637024
2019-09-24 11:32:38.209450,4.602431774139404,9.287237644195557
2019-09-24 11:34:01.049980,4.184029579162598,9.911703109741211
2019-09-24 11:35:25.883441,4.28227162361145,11.157285451889038
2019-09-24 11:36:59.506878,4.148222208023071,19.993185997009277
2019-09-24 11:38:24.873884,5.372644424438477,10.969881296157837
2019-09-24 11:39:47.993187,4.266613245010376,9.676156044006348
2019-09-24 11:41:12.743645,4.206207275390625,10.76578974723816
2019-09-24 11:42:40.613258,7.3362133502960205,9.750920057296753
2019-09-24 11:44:28.863285,4.752417325973511,32.49784255027771
2019-09-24 11:45:53.501154,4.426851987838745,10.203280448913574
2019-09-24 11:47:17.080929,4.208587646484375,9.73660135269165
2019-09-24 11:48:39.582549,4.155604839324951,9.250020742416382
2019-09-24 11:50:03.875696,4.314335346221924,10.661360025405884
2019-09-24 11:51:28.332293,4.265542030334473,11.04526138305664
2019-09-24 11:52:51.642010,4.317064523696899,9.843773603439331
2019-09-24 11:54:16.651232,4.606821537017822,10.421964645385742
2019-09-24 11:55:46.714198,4.307247877120972,15.864869117736816
2019-09-24 11:56:15.286508,4.541782379150391,10.627307176589966
2019-09-24 11:57:38.887825,4.291783332824707,9.79992389678955
2019-09-24 11:59:02.735308,4.234286308288574,9.71884799003601
2019-09-24 12:00:33.050391,8.010225296020508,12.99540114402771
2019-09-24 12:01:56.648148,4.544019937515259,9.960463047027588
2019-09-24 12:03:19.652028,4.245927333831787,9.46884560585022
2019-09-24 12:04:43.712350,4.247155666351318,10.0155930519104
2019-09-24 12:06:06.999257,4.330573081970215,9.316617488861084
2019-09-24 12:07:32.478288,4.951395750045776,10.812526226043701
2019-09-24 12:08:57.524304,4.366174697875977,10.696991205215454
2019-09-24 12:10:23.057611,4.539299011230469,10.534893274307251
2019-09-24 12:11:45.931299,4.155632257461548,9.319911479949951
2019-09-24 12:13:09.305611,4.312409162521362,10.00896430015564
2019-09-24 12:14:33.023461,4.282003402709961,9.964694738388062
2019-09-24 12:15:57.603186,4.251465082168579,10.16528582572937
2019-09-24 12:17:21.504979,4.417792797088623,10.265709400177002
2019-09-24 12:18:44.746713,4.412765979766846,9.604174375534058
2019-09-24 12:20:08.281343,4.277150392532349,10.333157777786255
2019-09-24 12:21:31.272715,4.281782627105713,9.625267267227173
2019-09-24 12:22:54.159532,4.257211446762085,9.453334331512451
2019-09-24 12:24:17.453881,4.2263548374176025,9.703349113464355
2019-09-24 12:25:43.087871,4.378785133361816,11.381879568099976
2019-09-24 12:27:06.113587,4.206564426422119,9.5782790184021
2019-09-24 12:28:28.934087,4.176848411560059,9.281397104263306
2019-09-24 12:29:51.744219,4.536621332168579,9.297014951705933
2019-09-24 12:31:14.482762,4.231789588928223,9.266013622283936
2019-09-24 12:32:38.595989,4.5442564487457275,9.71884799003601
2019-09-24 12:34:06.591014,6.315222978591919,11.671992063522339
2019-09-24 12:35:30.454340,4.4273765087127686,10.401375532150269
2019-09-24 12:36:55.575843,4.277563095092773,10.774154663085938
2019-09-24 12:38:22.544409,4.087827205657959,12.676503419876099
2019-09-24 12:39:46.124993,4.307852029800415,10.050084590911865
2019-09-24 12:41:10.082579,4.369340419769287,10.22217607498169
2019-09-24 12:42:32.739679,3.862245798110962,9.354123592376709
2019-09-24 12:43:56.011439,4.234794616699219,9.608518362045288
2019-09-24 12:45:19.358790,4.271587133407593,9.301043272018433
2019-09-24 12:46:42.033607,4.1505677700042725,9.417157649993896
2019-09-24 12:48:06.595690,4.2100019454956055,10.347822427749634
2019-09-24 12:49:30.233000,4.458497762680054,9.721669435501099
2019-09-24 12:50:53.281607,4.1964545249938965,9.688253402709961
2019-09-24 12:52:17.374076,4.3209288120269775,9.517526626586914
2019-09-24 12:53:42.474567,4.13847804069519,9.965121746063232
2019-09-24 12:55:12.372612,4.297787666320801,15.891979694366455
2019-09-24 12:56:35.259833,4.233261346817017,9.609396934509277
2019-09-24 12:57:59.145642,4.34069299697876,9.869225025177002
2019-09-24 12:59:22.618974,4.375157594680786,10.254543542861938
2019-09-24 13:00:48.394355,4.5446555614471436,11.712785243988037
2019-09-24 13:02:13.265478,4.712719202041626,10.113709449768066
2019-09-24 13:03:41.640205,8.019773960113525,10.350192785263062
2019-09-24 13:05:05.895203,4.19154167175293,10.806306838989258
2019-09-24 13:06:29.221866,4.290696620941162,9.630417108535767
2019-09-24 13:07:52.253260,4.231810569763184,8.98444652557373
2019-09-24 13:09:16.330596,4.251173496246338,10.034727811813354
2019-09-24 13:10:39.913754,4.142850637435913,9.521511316299438
2019-09-24 13:12:03.224967,4.295370817184448,10.130193948745728
2019-09-24 13:13:27.620528,4.097192287445068,10.60939884185791
2019-09-24 13:14:50.386857,4.18233060836792,9.347526550292969
2019-09-24 13:16:13.299521,4.16675329208374,9.78865647315979
2019-09-24 13:17:39.384863,4.734385013580322,10.515648603439331
2019-09-24 13:19:03.058861,4.1651997566223145,9.18757963180542
2019-09-24 13:20:26.164294,4.095324277877808,9.150030612945557
2019-09-24 13:21:50.553371,4.4717066287994385,9.453193426132202
2019-09-24 13:23:16.264621,5.126457691192627,10.813914775848389
2019-09-24 13:24:43.260311,4.598235607147217,10.906330585479736
2019-09-24 13:26:10.910160,5.625046968460083,12.171973466873169
2019-09-24 13:27:38.881046,4.217122793197632,14.078246355056763
